,tweets,labels
165,“ el recuerdo del exterminio de millones de personas no puede ser ni olvidado ni negado . no se puede impulsar la fraternidad sin haber disipado las raíces del odio y la violencia que ha alimentado el horror del ” . [ hashtag ] . [ hashtag ] . [ hashtag ] .,1
166,"@ user promesas del periodismo que tanto aprenden de vosotros durante la semana de trabajo en . ( y voy avisando , regresan en enero 😉 )",1
167,“ la [ hashtag ] nos recuerda la primacía de dios y no del yo . nos anima a ponerlo a el en el centro . sólo el señor es dios y todo lo demás es un regalo de su amor . redescúbranos la oración de adoración : nos libera y nos devuelve nuestra dignidad de hijos ” . el [ hashtag ] en,1
168,"🔴 el obispo de chiclayo , , robert francis prevost , o.s.a . será el próximo prefecto del dicasterio para los obispos y pte de la pontificia comisión para américa latina .. recibirá el título de arzobispo . el [ hashtag ] ha aceptado la renuncia del cardenal marc ouellet .",1
169,"¿eres compositor y te gustaría participar en el concurso internacional para el [ hashtag ] del ? . el tema es “ peregrinos de la esperanza ” y la pieza , inédita , también podrá cantarse . [ hashtag ] . toda la información en",1
170,"¿qué es lo que le dirá a dios al estar frente a él ? : . - “ le rogaré que muestre indulgencia hacia mi miseria ” . - “ espero con ansias reunirme con mis padres , hermanos y amigos . me imagino que será tan hermoso como en nuestra casa familiar ” . últimas conversaciones , 2016 .",1
171,"“ la cultura del descarte se sirve de las personas hasta que se convierten en obstáculos . se trata así a los niños no nacidos , los ancianos , los desfavorecidos.las personas no se pueden tirar , ¡nunca ! . cada uno es un don sagrado y único . respetemos la vida siempre ” . [ hashtag ]",1
172,"el , preocupado por la situación del obispo , condenado a 26 años de prisión en , y por los deportados a [ hashtag ] . “ rezo para que se abra el corazón de los responsables políticos a la sincera búsqueda de la paz , a la que se llega por el diálogo ” .",1
173,entra el [ hashtag ] y el estadio se cae abajo . imposible transmitir lo que se está viviendo ahora en [ hashtag ] . [ hashtag ] . @ user . te lo contamos en @ user y @ user,1
174,[ hashtag ] acoge el encuentro de oración por la paz organizado por ⁦ @ user ⁩ . @ user . ⁦ @ user ⁩,1
175,"un 21 de diciembre de hace 400 años el duque de alburquerque tomó posesión del palacio , actual sede de la @ user en . hoy se inaugura la nueva iluminación del edificio , con energía sostenible , gracias a @ user",1
176,la cita a la que nunca falta el [ hashtag ] antes de cada viaje : rezar ante el icono de “ salus populi romani ” de sta mª la mayor en [ hashtag ] . en sus manos deja los frutos del viaje a [ hashtag ] y [ hashtag ] . @ user . te lo contaremos en @ user y @ user . 📷vaticanmedia,1
177,una iniciativa preciosa con la firma de @ user . ( imposible perdérselo ) . [ hashtag ],1
178,"el [ hashtag ] en la [ hashtag ] sobre : “ ayer hablé con el card . krajensky , me ha contado el dolor de este pueblo , la salvajada y monstruosidad que se está contemplando : los cadáveres torturados que encuentra . unámonos a este pueblo tan noble y mártir ” . [ hashtag ] .",1
179,el coro está dándolo todo . literal . por aquí todos bailan . ( los occidentales no estamos a su altura ) .,1
180,el encuentro a solas del [ hashtag ] con nuestra señora de arabia . la imagen tuvo como origen la pintura de la virgen del carmen que los carmelitas llevaron a kuwait en 1948 . años después se esculpió esta escultura en un bloque de cedro del líbano . fue bendecida por pio xii,1
181,hoy en [ hashtag ] se celebra la jornada de la memoria y la acogida . en 2013 murieron ahogadas 368 personas a pocas millas de la costa . allí el [ hashtag ] habló de la “ globalización de la indiferencia ” . @ user invita a rezar esta oración de @ user en [ hashtag ] .,1
182,el [ hashtag ] ha enviado al cardenal krajewski a [ hashtag ] para que esté presente en el funeral por las 12 víctimas que causó el deslizamiento de tierra del pasado 26 de noviembre . [ hashtag ] . 📷 vatican media,1
183,"la violencia que configura , hasta deformarla , la identidad de las mujeres , la propia y la ajena , la de todas . qué gran novela ha escrito @ user . ojalá encuentre muchos lectores , y ojalá nunca nos olvidemos de las guerras , las presentes y las pasadas .",1
184,"este calor un 18 de octubre en madrid no , por favor . ¿qué distopía climática es esta ?",1
185,"durante el confinamiento surgieron obras maravillosas , en apariencia oscuras pero muy luminosas , como 'la encomienda ' , la última novela de margarita garcía robayo , publicada por @ user . hoy , su perfil es la contraportada de 'abril ' .",1
186,"el 17 de enero de 2019 , mary oliver moría en hobe sound ( florida ) .",1
187,"@ user mil gracias , querida eva . cada semana ponemos el corazón en hacer el mejor 'abril ' posible , y lo conseguimos gracias a voces como la de laura .",1
188,la historia de la canción que más felices pone a nuestros pequeños en estas fechas es todo menos feliz . aquí la cuenta @ user 👇🏻,1
189,"mi propósito de este año es aprender a bailar como tove jansson y tuulikki pietilä , y disfrutar haciéndolo tanto como ellas .",1
190,qué preciosura es el altar de muertos de la @ user y qué suerte haber podido verlo en compañía de @ user y @ user .,1
191,"hoy tengo que darle las gracias a mi vecino del local de abajo , quien no dudó en montar una fiesta anoche y seguir con la música hasta las tantas pese a que le pedí , amablemente , que la quitara , por la resaca que me ha dejado el medio orfidal que tuve que tomarme , desesperada .",1
192,"@ user una compañera que aprende cada semana de ti y sigue creciendo a tu lado . muchas gracias , querido álex .",1
193,`` escribir es defender la soledad en que se está '' . ✏️ maría zambrano .,1
194,"fue un placer charlar con @ user para el pódcast de . @ user sobre la entrevista a paula bonet que esta semana es portada de 'abril ' , el suplemento literario de @ user .",1
195,¡queda inaugurada la [ hashtag ] en el ! . así luce el portal de belén y el árbol que adornará la plaza de san pedro durante toda la .,1
196,"🔴en 2006 [ hashtag ] escribió su “ testamento espiritual ” que se ha hecho hoy público : . “ ante todo , doy gracias a dios me ha dado la vida y me ha guiado a través de toda clase de confusiones ” . “ a todos los que he agraviado de alguna manera , les pido perdón de todo corazón ”",1
197,"el inmenso río congo . en la otra orilla , brazaville , capital de la vecina república del",1
198,"todos pendientes de lo que ocurre tras los muros del monasterio mater ecclesia , la casa de [ hashtag ] en los jardines del . allí se encuentra vigilado por el equipo médico , acompañado por su secretario , el arzobispo georg gänswein y quienes lo cuidan desde hace años .",1
199,"cerca de 1.500 niños de [ hashtag ] han sido atendidos por el hospital del , el ⁦ @ user ⁩ . para su directora , mariella enoc , el mejor regalo de [ hashtag ] es que puedan regresar a casa . preciosa entrevista de ⁦ @ user ⁩",1
200,"este año , las mejores vacaciones por el día nacional de china son en casa . por el [ hashtag ] 0 , corre uno el riesgo de quedarse atrapado en [ political_party ] destinos turísticos como la isla tropical de hainan o encañonado por un policía con traje epi en xishuangbanna .",1
201,"`` cuando [ hashtag ] habla de su infancia presenta una imagen poco favorable de la revolución cultural y de mao ; hoy quizá fuera un poco más contenido . para él fue traumático , pero no perdió la fe en el comunismo '' , dice su biógrafo , alfred chan , a @ user .",1
202,"acertada tribuna de opinión de @ user hoy en @ user sobre las claves del éxito de : `` infraestructuras , promover la educación y el talento , la innovación , la equidad y la sostenibilidad y resiliencia '' . gracias por la mención y la ayuda sobre los microchips .",1
203,"tras su apertura de fronteras con el fin de la política de [ hashtag ] 0 , en [ hashtag ] ya están esperando a los turistas de .",1
204,"tras detectar un supuesto globo espía de [ hashtag ] sobre su espacio aéreo , [ hashtag ] suspende la visita de este fin de semana a [ hashtag ] del secretario de estado , antony blinken , que tenía como objetivo rebajar las tensiones . por @ user .",1
205,"con protestas en las calles y críticas en las redes sociales pese a la censura , estalla la rabia en [ hashtag ] contra las restricciones de la política de [ hashtag ] tras el incendio con al menos 10 muertos en un edificio confinado de . por @ user .",1
206,"señor cónsul : lo que dice no es cierto . yo estuve allí junto a numerosos [ hashtag ] desde que nos dejaron entrar , justo cuando ocurrió el incidente , y nos quedamos hasta el final . hu jintao no volvió . las votaciones tras su marcha fueron a mano alzada y su silla estaba vacía .",1
207,"calentando motores en el centro de [ hashtag ] para la cumbre del @ user en , que empieza el martes pero mañana tendrá un día grande con la reunión entre los presidentes de , @ user y , . se han acreditado más de 1.300 [ hashtag ] de 215 medios .",1
208,"a pesar de sus escasos resultados y de que sigue la persecución religiosa , el vaticano prorroga el acuerdo secreto con [ hashtag ] para el nombramiento consensuado de obispos . en cuatro años , solo se han cubierto seis de 32 diócesis vacantes . por @ user .",1
209,el 24 de diciembre es uno de los pocos días del año en que los [ hashtag ] descansan y en [ hashtag ] no hay periódico en papel . pero nuestros compañeros han seguido con la tarea y preparado esta edición especial de @ user para tenerle informado también hoy . ¡feliz lectura !,1
210,"el récord de contagios de [ hashtag ] en [ hashtag ] demuestra el fracaso del [ hashtag ] 0 . casi tres años después del estallido de la pandemia en , el régimen lo fía todo a los confinamientos y pcr diarias en lugar de reforzar la sanidad y la vacunación .",1
211,@ user esa es la cifra que figura en un resumen de la comisión nacional de salud china filtrado en internet y recogido por bastantes medios . pero el documento no ha sido reconocido por las autoridades y dicha comisión ha dejado de ofrecer sus datos diarios .,1
212,"con respecto a los niveles previos a la pandemia , los ingresos del sector turístico en [ hashtag ] han caído más de la mitad y casi un tercio con respecto al año anterior durante esta semana dorada por el día nacional . para muchos , el [ hashtag ] 0 es la ruina .",1
213,"hacemos una pausa en las protestas en [ hashtag ] contra el [ hashtag ] 0 para viajar a las islas kinmen de taiwán , que estarían en primera línea en caso de guerra por ser las más cercanas al continente . recorremos sus búnkeres y playas con empalizadas en este vídeo .",1
